id,pType_id,amenities_id ,property_name ,property_slug,property_code,property_status,lowest_price,max_price,property_thumbnail,short_desc ,long_desc ,bedrooms,bathrooms ,garage ,foundation_size ,property_size,property_video ,address,city ,state ,postal_code ,neighborhood ,latitude,longitude,featured ,hot ,agent_id ,status 
315,ویلایی,,,266,,6دانگ,3661500000,,GOPR3268.JPG,,,3,,,,173,,"بر خیابان نمازی غربی-پلاک148
جنوبی-مابین خیابان 15 خرداد و مجاهد",,,,,0,0,,,1,
316,ویلایی,,,413,,6دانگ,2783750000,,photo_2023-01-21_16-12-42.jpg,,,4,,,,198,,"خیابان منتظری شمالی - کوی اسماعیلی-پلاک146
شمالی",,,,,0,0,,,1,
317,تجاری,,,71,,قولنامه,1495000000,,,,,,,,,37,,"17 شهریور غربی
بعد از میرداماد
روبروی کوچه ارشاد
پلاک 125 شمالی",,,,,0,0,,,1,
318,ویلایی,,,130,,6دانگ,2818600000,,photo_2023-01-21_19-48-12.jpg,,,3,,,,NULL,,"خیابان بشارت
بن بست سروش
پلاک 77 شمالی",,,,,0,0,,,1,
319,آپارتمان,,,165,,مشاع,6700000000,,GOPR3344.JPG,,,3,,,,225,,"خیابان خرم غربی
کوچه انقلاب اسلامی
ساختمان طاها
پلاک جنوبی-کوچه
10 متری",,,,,0,0,,,1,
320,ویلایی,,,278,,مشاع,2100000000,,photo_2023-01-22_17-29-31.jpg,,,3,,,,247,,"خیابان محمد رسول الله-کوی قائم
پلاک 3 شمالی",,,,,0,0,,,1,
321,ویلایی,,,256,,مشاع,3690720000,,,,,3,,,,234,,"بر خیابان شهدا غربی
بعد از خیابان حکیم سنایی - پلاک368
جنوبی",,,,,0,0,,,1,
322,باغ,,,48,,6دانگ,4185034000,,,,,,,,,1000,,نهضت آباد,,,,,0,0,,,1,
323,زمین,,,0,,6 دانگ,3084685500,,,,,,,,,2700,,"نهضت آباد
پشت منطقه صنعتی
حاجی آباد",,,,,0,0,,,1,
324,ویلایی,,,125,,6دانگ,4301432000,,photo_2023-01-22_19-35-17.jpg,,,2,,,,167,,"بر خیابان 17 شهریور 
بعد از کوی گلناز
پلاک41شمالی",,,,,0,0,,,1,
325,ویلایی,,,154,,6دانگ,2000000000,,photo_2023-01-22_19-36-50.jpg,,,2,,,,91,,"بلوار بهارستان
کوی رسالت
آخر کوچه پلاک8 شمالی",,,,,0,0,,,1,
326,ویلایی,,,129,,6دانگ,1256000000,,photo_2023-01-22_20-47-29.jpg,,,2,,,,149,,"خیابان ابوذر شمالی
کوی الفت شرقی
بعد از کوی مشتاق
پلاک69 جنوبی",,,,,0,0,,,1,
327,زمین,,,0,,مشاع,3229665000,,,,,,,,,21,,"شریعتی غربی
خیابان مکتب
سمت چپ(نبش بن بست میثم)",,,,,0,0,,,1,
328,ویلایی,,,226,,6دانگ,7130000000,,photo_2023-01-23_10-39-48.jpg,,,3,,,,199,,"امیرآباد-آزادگان
خیابان عطار-کوی خیام-کوی خیام4
پلاک 21 شمالی",,,,,0,0,,,1,
329,تجاری,,,0,,6دانگ,5520000000,,,,,,,,,21,,"خیابان امام غربی
خیابان پاینده
قبل از کوی سادات
پلاک شرقی",,,,,0,0,,,1,
330,تجاری,,,0,,6دانگ,3400000000,,,,,,,,,28,,"خیابان امام غربی
خیابان پاینده      نبش شمالی شرقی
کوی سادات",,,,,0,0,,,1,
331,باغ,,,21,,6دانگ,6068955000,,GOPR2785.JPG,,,,,,,2038,,"فلکه دانشگاه
کوی عربها - پلاک شمالی",,,,,0,0,,,1,
332,زمین,,,0,,6دانگ,3654000000,,,,,,,,,219,,"بلوار بهارستان
نرسیده به خیابان آزادگان - پلاک87
شمالی",,,,,0,0,,,1,
333,ویلایی,,,288,,6دانگ,3682020000,,,,,2,,,,338,,"خیابان شریعتی غربی
بعد از تقاطع رجایی
کوی بیت العباس
پلاک 22 شمالی",,,,,0,0,,,1,
334,زمین,,,0,,مشاع,19947000000,,,,,,,,,219,,"خیابان محمدرسول الله - انتهای آسفالت
کوی 4 متری غربی
زمین شمالی",,,,,0,0,,,1,
335,باغ,,,0,,6دانگ,1635875000,,,,,,,,,700,,"جاده شرکت سابیر
خیابان هشت بهشت
شرقی-کوی اول شمالی-کوی اول شرقی-پلاک جنوبی",,,,,0,0,,,1,
336,باغ,,,112,,مشاع,2826000000,,,,,,,,,4441,,"جاده فولادشهر
خیابان صحرا
محمود آباد شرقی",,,,,0,0,,,1,
337,باغ,,,183,,مشاع,1200000000,,,,,,,,,617,,"بلوار پرستار-خیابان
سایت-خیابان پولادچنگ-دو نبش جنوبی غربی",,,,,0,0,,,1,
338,ویلایی,,,358,,مشاع,3050000000,,photo_2023-01-24_11-02-52.jpg,,,1,,,,241,,خیابان منتظری شمالی - خیابان خرم غربی - کوچه بختیاری - کوچه اول سمت راست 8 متری   پلاک 6 جنوبی,,,,,0,0,,,1,
339,ویلایی,,,324,,مشاع,1530400000,,photo_2023-01-24_11-22-47.jpg,,,4,,,,233,,"خیابان محمد رسول الله - بن بست قائم
پلاک 30 جنوبی",,,,,0,0,,,1,
340,ویلایی,,,255,,6 دانگ,1932850000,,photo_2023-01-24_11-46-03.jpg,,,3,,,,138,,بلوار حججی-خیابان خوارزمی-بن بست بهار-پلاک191,,,,,0,0,,,1,
341,ویلایی,,,152,,6دانگ,2141600000,,۲۰۲۲۰۶۰۸_۰۹۰۳۳۰.jpg,,,2,,,,136,,"شهرک سعیدفر
خیابان امام رضا
کوی یاس-بن بست
یاس4-پلاک شمالی",,,,,0,0,,,1,
342,ویلایی,,,190,,6دانگ,3467385000,,photo_2023-01-24_16-51-59.jpg,,,3,,,,148,,"خیابان شیخ بهایی جنوبی - کوی گلبهار
شرقی - پلاک 166/1
شمالی",,,,,0,0,,,1,
343,ویلایی,,,275,,مشاع,3523820000,,photo_2023-01-24_18-36-38.jpg,,,4,,,,178,,"آخر خیابان سعدی
کوی بوستان-پلاک
شمالی",,,,,0,0,,,1,
344,زمین,,,0,,مشاع,1207050000,,,,,,,,,200,,"خیابان شریعتی شرقی-کوچه حیدری
کوچه شب بو(10 متری)",,,,,0,0,,,1,
345,زمین,,,0,,مشاع,1500000000,,,,,,,,,477,,"بر خیابان بوستان زندگی غربی - نبش
کوی تالار فردوس
پلاک جنوبی شرقی",,,,,0,0,,,1,
346,ویلایی,,,324,,6دانگ,5065370000,,photo_۲۰۲۳-۰۱-۲۵_۱۲-۱۷-۲۳.jpg,,,4,,,,309,,"خیابان منتظری جنوبی-خیابان دلنواز
پلاک120جنوبی و شمالی(کوچه8متری)",,,,,0,0,,,1,
347,ویلایی,,,234,,6دانگ,3500000000,,,,,1,,,,298,,"خیابان رضایی جنوبی-کوچه
شهید روشنایی-بن
بست شریفیان
پلاک27شرق",,,,,0,0,,,1,
348,ویلایی,,,289,,6دانگ,6018260000,,photo_2023-01-25_12-22-02.jpg,,,5,,,,174,,"بلوار اسرافیلیان
کوچه متفکران
کوچه لاله8-پلاک دوم شمالی",,,,,0,0,,,1,
349,ویلایی,,,154,,مشاع,4000000000,,photo_2023-01-28_11-40-13.jpg,,,2,,,,76,,خیابان دانش-بن بست پیچان-پلاک141 شمالی,,,,,0,0,,,1,
350,ویلایی,,,88,,مشاع,2768345000,,GOPR3372.JPG,,,1,,,,123,,"خیابان امام غربی
کوی بوستان
کوی دادخواه-پلاک
16 جنوبی",,,,,0,0,,,1,
351,ویلایی,,,379,,قولنامه,2624885000,,GOPR3361.JPG,,,,,,,154,,"شهرک سعیدفر
خیابان امام رضا
کوچه ایمان-پلاک دوم شمالی",,,,,0,0,,,1,
352,زمین,,,0,,قولنامه,4200000000,,,,,,,,,230,,ویلاشهر اول-خیابان آزادگان-چهارراه اول-بر چهارراه,,,,,0,0,,,1,
353,زمین,,,0,,,0,,,,,,,,,920,,ویلاشهر اول-خیابان آزادگان-چهارراه اول-بر چهارراه,,,,,135000000,4500000,,,1,
354,ویلایی,,,161,,مشاع,2294250000,,GOPR3377.JPG,,,3,,,,191,,"خیابان محمد رسول الله-کوی بهاران
پلاک3 جنوبی",,,,,0,0,,,1,
355,ویلایی,,,450,,6دانگ,1281875000,,photo_2023-01-28_11-44-44.jpg,,,5,,,,302,,بلوار فجر-کوچه بشارت-نبش کوچه نیلوفر-پلاک32 جنوبی غربی,,,,,0,0,,,1,
356,ویلایی,,,285,,6دانگ,3065000000,,photo_2023-01-28_11-59-14.jpg,,,5,,,,172,,بلوار فجر-کوی بشارت-بن بست امید-پلاک14شمالی,,,,,0,0,,,1,
357,ویلایی,,,378,,6دانگ,936750000,,photo_2023-01-28_12-49-57.jpg,,,4,,,,193,,"بلوار بهارستان-کوی فرهنگ شمالی-کوی بهاران غربی-بن بست تبسم6 متری
منزل پلاک 6 آخر بن بست",,,,,0,0,,,1,
358,ویلایی,,,200,,مشاع,4000000000,,,,,,,,,896,,"بر خیابان امام غربی
بعد از تقاطع خیابان آیت-پلاک جنوبی",,,,,0,0,,,1,
359,زمین,,,0,,6دانگ,3735320000,,,,,,,,,142,,"بر خیابان امام غربی
کوی بوستان-کوی شاهپوری-پلاک شمالی",,,,,0,0,,,1,
360,ویلایی,,,295,,6دانگ,4300000000,,,,,,,,,163,,"خیابان مولوی شمالی
کوی پوررحیم شرقی
کوی مهر و وفا-بن بست ویلا-پلاک61
جنوبی",,,,,0,0,,,1,
361,زمین,,,0,,,0,,,,,,,,,153,,"بلوار چهارباغ-کوچه
بامداد-کوچه اول غربی-کوچه فرعی
پلاک شمالی-کوچه
10 متری",,,,,300000000,0,,,1,
362,خانه باغ,,,175,,,0,,,,,2,,,,468,,بلوار ایزدی-کوی رودکی-بن بست 4 متری شرقی-پلاک شمال شرقی,,,,,20000000,5500000,,,1,
363,زمین,,,0,,,0,,,,,,,,,382,,بلوار ایزدی-کوی رودکی-بن بست 4 متری شرقی-پلاک 3و 4 شمالی,,,,,300000000,0,,,1,
364,آپارتمان,,,110,,مشاع,2353920000,,GOPR3403.JPG,,,3,,,,NULL,,"بلوارفجر-یاس مدینه
نبش جنوبی شرقی
خیابان بهمن-بلوک
55 -طبقه اول-واحد
جنوبی",,,,,0,0,,,1,
365,باغ,,,113,,مشاع,4600000000,,GOPR3429.JPG,,,2,,,,904,,"بلوار الغدیر(ایزدی)
انتهای کوی تبسم7
انتهای کوی تبسم 8",,,,,0,0,,,1,
366,ویلایی,,,205,,مشاع,1218000000,,GOPR3420.JPG,,,3,,,,253,,"خیابان دانش-کوچه
قربانپور-پلاک11 شمالی",,,,,0,0,,,1,
367,ویلایی,,,0,,6دانگ,4105000000,,,,,,,,,228,,خیابان شکیب-از خیابان دانش-پلاک7شمالی,,,,,0,0,,,1,
368,آپارتمان,,,96,,قولنامه,358500000,,photo_2023-01-30_11-56-12.jpg,,,2,,,,NULL,,"شهرک بهاران
مجتمع الماس
بلوک b4
واحد12",,,,,0,0,,,1,
369,زمین,,,0,,مشاع,652500000,,,,,,,,,200,,بلوار حجتی-بعد از پل زندگی-بن بست نهال-پلاک سوم از بر بلوار,,,,,0,0,,,1,
370,ویلایی,,,281,,مشاع,1145700000,,,,,4,,,,181,,"خیابان نوبهار-کوچه
پورمحمدی10متری
شمالی-نبش شمال
غربی-کوچه دوم
6متری پلاک12",,,,,0,0,,,1,
371,ویلایی,,,250,,6دانگ,3437000000,,GOPR3616.JPG,,,3,,,,195,,"خیابان دانش-کوچه
شهید چوپانی-پلاک
20 جنوبی-کوچه6متری موجود",,,,,0,0,,,1,
372,ویلایی-تجاری,,,304,,,0,,,,,6,,,,141,,"خیابان 17 شهریورشرقی-نرسیده به اسماعیل زاده
پلاک162 شمالی-جنب پیتزا نیکان",,,,,250000000,0,,,1,
373,ویلایی,,,276,,6دنگ,11500000000,,,,,3,,,,196,,"خیابان سمندری
بن بست نیایش
پلاک 42 جنوبی",,,,,0,0,,,1,
374,ویلایی,,,194,,6دانگ,2473700000,,,,,3,,,,138,,"خیابان منتظری جنوبی-کوچه مهتاب
پلاک10 شمالی-کوچه 10 متری",,,,,0,0,,,1,
375,باغ,,,186,,6دانگ,2888750000,,photo_2023-01-30_19-54-55.jpg,,,,,,,800,,قلعه سفید-خیابان شهید منتظری-کوی مهرآباد-فرعی جنت,,,,,0,0,,,1,
376,زمین,,,0,,6دانگ,5225696000,,,,,,,,,2800,,"کمربندی جنوبی
کوی کوثر-بعد از خیابان صحرا محمد آباد - نبش کوی دوم
غربی-پلاک جنوبی شمالی غربی",,,,,0,0,,,1,
377,ویلایی,,,190,,6دانگ,3170000000,,photo_2023-01-31_11-35-58.jpg,,,2,,,,NULL,,"خیابان امیرکبیر
کوچه ستاری-کوچه
یزدانی-پلاک6 جنوبی",,,,,0,0,,,1,
378,زمین,,,0,,مشاع,1468880000,,,,,,,,,218,,"شریعتی غربی
کوی ستار-بن بست اول-سمت راست
پلاک جنوبی",,,,,0,0,,,1,
379,زمین,,,0,,مشاع,850000000,,,,,,,,,42,,بر خیابان محمد رسول الله-قبل از کوی حیدرعلی مهدیه-پلاک غربی,,,,,0,0,,,1,
380,ویلایی,,,264,,مشاع,750000000,,photo_2023-02-01_17-29-28.jpg,,,3,,,,240,,"خیابان محمد رسول
الله-بن بست مهدیه
پلاک96جنوبی",,,,,0,0,,,1,
381,آپارتمان,,,81,,6دانگ,3473750000,,,,,2,,,,NULL,,"شهرک بهاران-سنبل
14-طبقه همکف
واحد1",,,,,0,0,,,1,
382,ویلایی,,,190,,6دانگ,3074250000,,photo_2023-02-02_12-06-31.jpg,,,2,,,,146,,خیابان منتظری شمالی-کوچه فرهنگ-خیابان مشتاق-کوچه مشتاق 6-دومین منزل جنوبی,,,,,0,0,,,1,
383,تجاری,,,190,,مشاع,3282905000,,,,,,,,,60,,خیابان شیخ بهایی جنوبی-روبرو درمانگاه تامین اجتماعی-پلاک غربی,,,,,0,0,,,1,
384,ویلایی,,,420,,مشاع,3400000000,,,,,4,,,,313,,"خیابان منتظری شمالی-کوی معین
پلاک13",,,,,0,0,,,1,
385,ویلایی,,,133,,قولنامه,1572352000,,,,,2,,,,92,,خیابان فرخی-کوی سعادت-پلاک47,,,,,0,0,,,1,
386,ویلایی,,,160,,6دانگ,3544540000,,photo_2023-02-05_16-22-08.jpg,,,3,,,,200,,"منتظری شمالی-کوچه شاهبنده(12 متری امید) - کوچه الفت 
پلاک 13 جنوبی",,,,,0,0,,,1,
387,ویلایی,,,140,,قولنامه,1761000000,,photo_2023-02-05_16-58-19.jpg,,,3,,,,NULL,, خیابان معرفت-کوچه گلستان-کوچه گل یاس - منزل آخر جنوبی,,,,,0,0,,,1,
388,ویلایی,,,201,,6دانگ,1305080000,,GOPR2965.JPG,,,1,,,,112,,"خیابان شهدا غربی
کوچه شهید محمدی
بن بست رضائیان
پلاک9 جنوبی
کوچه 8 متری",,,,,0,0,,,1,
389,ویلایی,,,244,,,0,,photo_2023-02-06_11-41-10.jpg,,,4,,,,147,,خیابان منتظری شمالی-کوچه حاج اسماعیلی-12 متری نرسیده به کوچه گلستان-پلاک دوم جنوبی شمالی-بن بست 8 متری غربی,,,,,60000000,3500000,,,1,
390,زمین,,,0,,6دانگ,3400000000,,,,,,,,,420,,"خیابان خرم غربی
یعد از خیابان امام رضا-کوی شمالی(امام حسین)
کوی اول غربی-پلاک
سوم جنوبی",,,,,0,0,,,1,
391,ویلایی,,,237,,,0,,photo_2023-02-06_18-24-08.jpg,,,4,,,,219,,"بلوار فجر-خیابان ایمان-کوی کبیرزاده
پلاک26 شمالی",,,,,250000000,0,,,1,
392,باغ,,,0,,مشاع,2559100000,,,,,,,,,105,,"کمربندی جنوبی
کوی بهار40-دو نبش
شمالی شرقی
فرعی دوم",,,,,0,0,,,1,
393,زمین,,,0,,6دانگ,1400000000,,,,,,,,,145,,"امیرآباد-خیابان چمران-دو نبش جنوبی شرقی
کوی یاسر",,,,,0,0,,,1,
394,زمین,,,0,,6دانگ,2755000000,,,,,,,,,402,,"آزادگان-ظلع جنوبی ساختمانهای مهر- بر
خیابان خرم ",,,,,0,0,,,1,
395,ویلایی,,,376,,6دانگ,4160000000,,photo_2023-02-08_11-52-45.jpg,,,4,,,,209,,"خیابان گلبهار غربی
کوی ارشاد شمالی
کوی سلمانزاده
پلاک9شمالی",,,,,0,0,,,1,
396,آپارتمان,,,110,,مشاع,1904400000,,photo_2023-02-07_16-04-53.jpg,,,2,,,,NULL,,"یاس مدینه  
ساختمان سه واحدی
سه طبقه",,,,,0,0,,,1,
397,زمین,,,0,,مشاع,1320000000,,,,,,,,,250,,"بلوار ایزدی
نبش کوچه غنچه",,,,,0,0,,,1,
398,ویلایی,,,165,,6دانگ,1626100000,,photo_2023-02-08_11-12-49.jpg,,,2,,,,227,,"خیابان بهمن
نرسیده به امیرکبیر
نبش شمالی شرقی
بن بست2/80 متری
پلاک 25",,,,,0,0,,,1,
399,ویلایی,,,213,,مشاع,792000000,,photo_2023-02-08_11-48-45.jpg,,,3,,,,117,,"خیابان منتظری شمالی-12 متری امید
کوچه الفت-پلاک10شمالی",,,,,0,0,,,1,
400,ویلایی,,,282,,مشاع,1100000000,,photo_2023-02-08_17-32-25.jpg,,,4,,,,189,,خیابان رسالت مرکزی-بن بست شاداب-پلاک19 شمالی-کوچه یک طرفه,,,,,0,0,,,1,
401,ویلایی,,,302,,6دانگ,9400000000,,,,,2,,,,257,,"بلوار اسرافیلیان
کوی امینی-کوی
صالحی-پلاک6جنوبی",,,,,0,0,,,1,
402,زمین,,,0,,6دانگ,4923160000,,,,,,,,,209,,"خیابان شریعتی غربی
خیابان بهارستان
کوی بوستان-گذر12
متری شمالی
بن بست8متری شرقی-پلا ک روبرو شمالی",,,,,0,0,,,1,
403,زمین,,,0,,مشاع,1730240000,,,,,,,,,100,,"مجاهد شمالی-بعد
از مسجد جوشیری
کوچه بن بست",,,,,0,0,,,1,
404,زمین,,,0,,6دانگ,2500000000,,,,,,,,,100,,"مجاهد شمالی-بعد
از مسجد جوشیری
کوچه بن بست",,,,,0,0,,,1,
405,ویلایی,,,227,,مشاع,6432000000,,photo_2023-02-09_11-10-57.jpg,,,4,,,,183,,"خیابان امیرکبیر 10
متری - نرسیده به فرخی پلاک213",,,,,0,0,,,1,
406,ویلایی,,,183,,قولنامه,4140000000,,photo_2023-02-09_11-35-54.jpg,,,2,,,,203,,"شریعتی غربی
باهنر مرکزی
کوچه مدنی-پلاک27",,,,,0,0,,,1,
407,ویلایی,,,224,,6دانگ,1416500000,,photo_2023-02-12_11-11-01.jpg,,,2,,,,157,,"خیابان شریعتی غربی
(بلوار جمهوری)
خیابان بهارستان
کوچه صدرا-پلاک 23 شمالی-کوچه10
متری",,,,,0,0,,,1,
408,ویلایی,,,220,,6دانگ,5000000000,,photo_2023-02-12_11-45-23.jpg,,,3,,,,115,,"فلکه بسیج - کوچه دهقان-چهارراه دوم سمت چپ
کوچه دوم چپ  
پلاک شمالی",,,,,0,0,,,1,
409,باغ,,,0,,مشاع,2193000000,,,,,,,,,603,,"صالح آباد - ادامه
کهریز-بوستان8غربی",,,,,0,0,,,1,
410,ویلایی,,,327,,مشاع,8728125000,,photo_2023-02-13_11-12-15.jpg,,,4,,,,315,,"مولوی شمالی-کوچه
احسان-بن بست نادری-پلاک39 جنوبی",,,,,0,0,,,1,
411,باغ,,,0,,6دانگ,4879325000,,,,,,,,,2000,,"جاده فولادشهر
خیابان بعد از هنرستان پارسا
کوی جنوبی-جنب
تیرچه بلوک محمدی
کوی اول غربی
پلاک دوم شمالی",,,,,0,0,,,1,
412,ویلایی,,,121,,6دانگ,4000000000,,,,,1,,,,118,,"خیابان دانش-کوچه
شریفیانا-نبش کوچه
ارغوان-پلاک2 غرب
کوچه4متری",,,,,0,0,,,1,
413,ویلایی,,,120,,,0,,photo_2023-02-13_17-08-21.jpg,,,1,,,,NULL,,خیابان منتظری شمالی-بلوار کوهستان-بن بست مینا-آخر کوچه-منزل شمالی,,,,,100000000,3500000,,,1,
414,ویلایی,,,222,,,0,,GOPR3415.JPG,,,3,,,,137,,"خیابان منتظری شمالی-کوی شهسواری-نبش کوی دری-پلاک
18 جنوبی غربی",,,,,100000000,2500000,,,1,
415,ویلایی,,,150,,مشاع,2074370000,,photo_2023-02-13_17-52-58.jpg,,,3,,,,NULL,,"شهرک سعیدفر
خیابان امام رضا
کوی یاس
منزل آخر شمالی",,,,,0,0,,,1,
416,ویلایی,,,132,,6دانگ,3772000000,,photo_2023-02-13_18-59-39.jpg,,,2,,,,90,,"شریعتی غربی
کوی مکتب-کوی
رسول اسماعیلی
پلاک13",,,,,0,0,,,1,
417,ویلایی,,,160,,6دانگ,2312750000,,,,,1,,,,100,,"امیرآباد - چهارراه اول - سمت چپ
کوچه قادری",,,,,0,0,,,1,
418,ویلایی,,,309,,مشاع,3253850000,,,,,4,,,,139,,"خیابان15خرداد
جنوبی-بن بست
عرشی-پلاک227
جنوبی",,,,,0,0,,,1,
419,ویلایی,,,222,,6دانگ,9000000000,,,,,2,,,,220,,"بلوار اسرافیلیان
خیابان محمدرسول الله-کوی شکراللهی
پلاک18جنوبی",,,,,0,0,,,1,
420,زمین,,,0,,,0,,,,,,,,,207,,"خیابان حججی
نرسیده به دانشگاه
جاده اول شرقی
کوچه 18 متری
هشت بهشت-پلاک
جنوبی",,,,,340000000,500000,,,1,
421,زمین,,,0,,مشاع,1935000000,,,,,,,,,240,,"خیابان حججی
نرسیده به دانشگاه
جاده اول شرقی
کوچه 18 متری
هشت بهشت-پلاک
جنوبی

کوچه گلچین",,,,,0,0,,,1,
422,زمین,,,0,,مشاع,693000000,,,,,,,,,232,," بلوار ایزدی
کوچه گلچین
بعد از پیچ - نرسیده
به کانال-بن بست احداثی10 متری شرقی-پلاک6جنوبی",,,,,0,0,,,1,
423,تجاری,,,0,,مشاع,1848000000,,,,,,,,,36,," خیابان حججی
نبش چهارراه شهربازی(هشت بهشت)",,,,,0,0,,,1,
424,زمین,,,0,,مشاع,6000000000,,,,,,,,,196,,"بلوار طالقانی
کوچه روبرو شهربازی-بن بست دوم سمت چپ
بن بست 10 متری
دوتا پلاک مونده به آخر بن بست",,,,,0,0,,,1,
425,مسکونی,,,0,,مشاع,3536000000,,photo_۲۰۲۳-۰۷-۳۱_۱۸-۰۹-۱۲ (2).jpg,,,,,,,470,,"منتظری شمالی
کوچه شهید پارسا
بن بست پورمحمدی
پلاک10",,,,,0,0,,,1,
426,ویلایی,,,319,,مشاع,2375000000,,photo_2023-02-19_17-03-18.jpg,,,3,,,,275,,"خیابان معرفت
کوچه گله داری
پلاک10 جنوبی
کوچه 10 متری",,,,,0,0,,,1,
427,باغ,,,0,,مشاع,810000000,,,,,,,,,440,,"محور بوستان زندگی
کوی شبنم4 - گذر
6 متری غربی
پلاک دوم جنوبی",,,,,0,0,,,1,
428,ویلایی,,,0,,مشاع,2610770000,,photo_2023-02-20_11-30-28.jpg,,,,,,,178,,خیابان باهنر-کوچه امامی-کوچه پولادچنگ,,,,,0,0,,,1,
429,باغ,,,0,,قولنامه,2061000000,,,,,,,,,800,,"خیابان خرم غربی
روبرو شهرک سعیدفر-پلاک نبش
خرم و میثم شرقی",,,,,0,0,,,1,
430,زمین,,,0,,مشاع,4190160000,,,,,,,,,600,,"

چهارباغ
خیابان سپهری
خیابان ایثار
فرعی شمالی
پلاک غربی",,,,,0,0,,,1,
431,زمین,,,0,,مشاع,3239880000,,,,,,,,,133,,"خیابان شریعتی غربی
کوی حجتی-بن بست
صبا-پلاک57 شمالی",,,,,0,0,,,1,
432,تجاری,,,150,,6دانگ,2887900000,,,,,,,,,50,,"فلکه آزادگان
پشت کارخانه یخ",,,,,0,0,,,1,
433,زمین,,,0,,قولنامه,3320500000,,,,,,,,,258,,خیابان حججی(پشت پارک لاله)-خیابان بهشت,,,,,0,0,,,1,
434,زمین,,,0,,مشاع,1950000000,,,,,,,,,918,,"بر کمربندی شمالی
300 متر مانده به فلکه",,,,,0,0,,,1,
435,ویلایی,,,328,,6دانگ,2600000000,,GOPR3414.JPG,,,3,,,,173,,"خیابان کلوپ سمندری-نرسیده به کوچه بهار-بن بست
شقایق غربی-بن بست آخر-منزل آخر
پلاک80 غربی",,,,,0,0,,,1,
436,ویلایی,,,116,,مشاع,1850000000,,,,,6,,,,156,,"خیابان 22 بهمن مرکزی(مابین امام و 17 شهریور)-کوچه ساربان - منزل دوم
شمالی",,,,,0,0,,,1,
437,آپارتمان,,,110,,مشاع,6000000000,,GOPR3489.JPG,,,2,,,,NULL,,خابان 15 خرداد شمالی-کوی باستانی,,,,,0,0,,,1,
438,آپارتمان,,,120,,6دانگ,5183450000,,GOPR3488.JPG,,,1,,,,NULL,,"15 خردادشمالی
کوی باستانی",,,,,0,0,,,1,
439,زمین,,,0,,6دانگ,1792725000,,,,,,,,,180,,"خیابان معرفت
کوچه شهید ذبحی
کوچه ملکی-بن بست غربی
پلاک جنوبی 8 متری",,,,,0,0,,,1,
440,ویلایی,,,294,,مشاع,1659000000,,photo_2023-02-26_10-33-35.jpg,,,4,,,,154,,"خیابان شریعتی شرقی-کوی حیدری
کوی فتاح-پلاک5
جنوبی",,,,,0,0,,,1,
441,ویلایی,,,215,,قولنامه,2200000000,,,,,4,,,,193,,"بلوار اسرافیلیان
کوی شهید امینی
کوی شهید صالحی
پلاک9",,,,,0,0,,,1,
442,باغ,,,107,,6دانگ,5426330000,,,,,,,,,750,,"بلوار الغدیر
کوی آزادی 1
کوی فرعی",,,,,0,0,,,1,
443,ویلایی,,,250,,قولنامه,1505000000,,photo_2023-03-01_17-03-10.jpg,,,3,,,,178,,"بلوار اسرافیلیان
کوچه امینی
نبش کوچه شهامت",,,,,0,0,,,1,
444,ویلایی,,,170,,قولنامه,8993450000,,photo_2023-03-01_17-04-07.jpg,,,2,,,,210,,"بلوار اسرافیلیان
کوچه امینی
کوچه شهامت",,,,,0,0,,,1,
445,زمین,,,0,,6دانگ,4432000000,,,,,,,,,430,,"بر خیابان بیشه جنوبی-قبل از خیابان بوستان زندگی غربی-پلاک
شرقی",,,,,0,0,,,1,
446,زمین,,,0,,قولنامه,1289800000,,,,,,,,,154,,"بلوار ولیعصر
کوی هادی-بن بست اول شرقی6متری اختصاصی-پلاک شمالی",,,,,0,0,,,1,
447,زمین,,,0,,قولنامه,8095500000,,,,,,,,,176,,"خیابان معرفت
خیابان ذبحی
کوچه ملکی
بن بست ارغوان",,,,,0,0,,,1,
448,ویلایی,,,399,,قولنامه,4696200000,,photo_2023-03-02_11-51-19.jpg,,,3,,,,244,,"خیابان شریعتی شرقی-کوی آبشار
کوی گلستان
بعدازتقاطع-کوی
مهرداد پلاک5شرقی",,,,,0,0,,,1,
449,ویلایی,,,261,,,0,,,,,6,,,,120,,خیابان 15 خرداد شمالی-بن بست دهقان-پلاک10 جنوبی,,,,,250000000,0,,,1,
450,ویلایی,,,272,,مشاع,9920678000,,,,,3,,,,84,,"خیابان فردوسی شمالی-کوی صاحب الزمان-نبش کوی 
اول شمالی پلاک26
شمال شرقی",,,,,0,0,,,1,
451,زمین,,,0,,6دانگ,4717330000,,,,,,,,,135,,"خیابان شهداغربی
گذرموجود-بعد از
خیابان کشاورز
بن بست6متری
پلاک جنوبی",,,,,0,0,,,1,
452,باغ,,,137,,6دانگ,5795000000,,photo_2023-03-04_12-28-18.jpg,,,1,,,,725,,"جاده شرکت سابیر
کوی شقایق
پلاک جنوبی",,,,,0,0,,,1,
453,زمین,,,0,,مشاع,1300000000,,,,,,,,,2000,,"جاده فولادشهر
خیابان بعد از هنرستان پارسا
کوی جنب تیرچه
بلوک محمدی-کوی اول غربی
پلاک دوم شمالی",,,,,0,0,,,1,
454,زمین,,,0,,مشاع,3965500000,,,,,,,,,176,,"بر بلوار فجر
بعد از خیابان آبشار
پلاک جنوبی",,,,,0,0,,,1,
