property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,house_mortgage,rent,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
497,2,0,1332,کمربندی جنوبی,,,,12000000000,5426330000,جنوبی,,,,,,با کاغذ قیمت(1401/11/10 مهدی خانیان)  دو تا پلاک  پلاک اول 1262 متر  پلاک دوم 70 متر,6,497,497,buy,0,0,,,,,,,,,1,1,
498,5,0,46,خیابان معرفت,,,,0,1505000000,,سنگ,موزاییک,,,,,6,498,498,buy,0,0,,,,,,,,,1,1,
499,2,0,370,خیابان منتظری شمالی,,,,4450000000,8993450000,جنوبی,,,,,,بدون کاغذ قیمت  کوچه 12 متری,6,499,499,buy,0,0,,,,,,,,,1,1,
500,4,0,7000,گرمدره  بالای رودخانه,,,,1600000000,4432000000,,,,,,,بدون کاغذ قیمت  آبیاری قطره ای  هفته ای 12 ساعت آب  350 درخت بادام,6,500,500,buy,0,0,,,,,,,,,1,1,
501,1,0,205,شریعتی غربی,,,3,3800000000,بتونی,جنوبی,سنگ,سرامیک,,1,1,با کاغذ قیمت(مهدی خانیان-1401/12/27)  نازک کاری شده  فروش و معاوضه با زمین قابل ساخت تا نصف قیمت,6,501,501,buy,0,0,,,,,,,,,1,1,
502,1,0,201,خیابان سعدی,,,3,4900000000,8095500000,شمالی غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(1401/12/21 ابراهیم پورنمازیان)  با تسویه شهرداری  بدون عکس وفیلم,6,502,502,buy,0,0,,,,,,,,,1,1,
503,1,0,58,خیابان معرفت,,,,2650000000,4696200000,,,,,,,بدون کاغذ قیمت  قیمت متعلق به قبل عید  یک مغازه و یک سوئیت  58 متر تجاری  95 متر مسکونی,6,503,503,buy,0,0,,,,,,,,,1,1,
504,1,0,242,15 خرداد,2,,3,2930000000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/12/9)  فروش نقدی  دزدگیر و کولر,6,504,504,buy,0,0,,,,,,,,,1,1,
505,1,0,137,خیابان محمد رسول الله,2,,3,5400000000,اسکلت,جنوبی غربی,سنگ و آجر,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/5/18)  فروش نقد  با تسویه شهرداری  کولر گازی,6,505,505,buy,0,0,,,,,,,,,1,1,
506,2,0,200,بلوار فجر,,,,4000000000,5795000000,جنوبی,,,,,,بدون کاغذ قیمت  تولفقی,6,506,506,buy,0,0,,,,,,,,,1,1,
507,1,0,181,خیابان نوبهار,2,,4,5800000000,بتونی,شمالی غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/4/8)  تانک و پمپ  هود و پکیج و رادیاتور  فقط فروش  بدون فیلم و عکس,6,507,507,buy,0,0,,,,,,,,,1,1,
511,1,0,201,خیابان شریعتی,2,,4,5590000000,بتونی,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/12/8)  فروش نقدی یا معاوضه با خونه و زمین که 1 میلیارد سر بگیره  کولر و تانک و پمپ,6,511,511,buy,0,0,,,,,,,,,1,1,
512,1,0,181,خیابان منتظری شمالی,,,3,5690000000,بتونی,شمالی,اجرنما,پارکت,MDF,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/12/20)  نیم طبقه بالا با یک خواب  دو خواب همکف  درب برقی-هود و پکیج  دزدگیر - تانک و برق سه فاز,6,512,512,buy,0,0,,,,,,,,,1,1,
515,1,0,390,بلوار فجر,,,3,6390000000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/17)  با تسویه شهرداری  1/5 طبقه  تانک - کولرآبی - کولر گازی,6,515,515,buy,0,0,,,,,,,,,1,1,
516,4,0,1216,همت آباد  خیابان ولیعصر شرقی,,,,3490000000,4325000000,جنوب غربی,,,,,1,با کاغذ قیمت(رضا رحیمی-1402/1/15)  168 درخت میوه  مساحت زمین درختی 1402  15 دقیقه آب قنات  استخر و ایوان باغ  کولر و دزدگیر  انباری و حیاط سازی دارد  ,6,516,516,buy,0,0,,,,,,,,,1,1,
517,2,0,263,بلوار ولیعصر,,,,12000000000,بتونی,شمال شرقی,سنگ و چوب,سرامیک,MDF,1,1,بدون کاغذ قیمت  فروش نقد  یک خواب سر پله مستر  زیر زمین مسکونی با یک خواب,6,517,517,buy,0,0,,,,,,,,,1,1,
518,1,0,297,خیابان فردوسی شمالی,,,3,5630000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/20)  با تسویه شهرداری  فروش نقدی,6,518,518,buy,0,0,,,,,,,,,1,1,
520,6,2,,خیابان منتظری شمالی,,,2,3200000000,بتونی,غربی,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(مهدی پورنمازیان-1401/12/1)  هود - کمد دیواری  هواساز,6,520,520,buy,0,0,,,,,,,,,1,1,
521,1,0,197,خیابان سعدی,2,,3,5800000000,اسکلت,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان - 1402/1/19)  کولر گازی 24 هزار  با تسویه حساب شهرداری  دوربین مداربسته  فقط فروش نقدی  بالا یک خواب و یک سوئیت,6,521,521,buy,0,0,,,,,,,,,1,1,
522,1,0,237,خیابان دلگشا,3,,6,7060000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/8/29)  هر طبقه دو خواب  طبقه دوم دو سوئیت و هر سوئیت یک خواب  یا معاوضه با زمین قابل ساخت در ان منطقه  یا با همکف در آن منطقه یا فروش نقد  هود - پکیج - رادیاتور,6,522,522,buy,0,0,,,,,,,,,1,1,
523,2,0,271,خیابان سمندری,,,,2030000000,2240000000,جنوبی,,,,,,فروش نقدی  آینده دار,6,523,523,buy,0,0,,,,,,,,,1,1,
525,5,0,68,خیابان امام شرقی,,,,5600000000,بتونی,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1402/1/16)  با پروانه دو طبقه تجاری  با دکوراسیون داخلی,6,525,525,buy,0,0,,,,,,,,,1,1,
526,2,0,65,بلوار طالقانی,,,,717000000,6495175000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1402/1/17)  ,6,526,526,buy,0,0,,,,,,,,,1,1,
527,6,2,,ویلاشهر  پارک کبیرزاده ,,5,2,3000000000,بتونی,,سنگ,سرامیک,MDF,1,,بدون کاغذ قیمت  معاوضه با زمین 200 متری تا 2600,6,527,527,buy,0,0,,,,,,,,,1,1,
528,1,0,172,خیابان 22 بهمن مرکزی,2,,5,3480000000,نیمه اسکلت,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/11/4)  با تسویه حساب شهرداری  تانک و پمپ و  کولر  طبقه پایین سفت کاری و 3 خواب  طبقه بالا دو خواب  فروش نقد یا معاوضه  معاوضه با همکف کلید نخورده,6,528,528,buy,0,0,,,,,,,,,1,1,
529,2,0,3071,فلکه بسیج,,,,7720000000,2150000000,جنوبی,,,,,,با کاغذ قیمت(مهندس کریمخانی-1401/11/18)  زمین باغ با درب و دیوار گلی  فروش نقدی,6,529,529,buy,0,0,,,,,,,,,1,1,
530,1,0,115,خیابان گلبهار,,,2,3500000000,نوساز,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/24)  با تسویه حساب شهرداری,6,530,530,buy,0,0,,,,,,,,,1,1,
531,5,2,,پاساژ شیخ بهایی ,,,,1800000000,1197200000,,,,,,,بدون کاغذ قیمت,6,531,531,buy,0,0,,,,,,,,,1,1,
532,1,0,166,بلوار فجر,3,,7,7090000000,بتونی,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مرتضی خانیان-1402/1/26)  فقط فروش  طبقه همکف و اول هر کدام 3 خواب  طبقه دوم سوئیت  زیر زمین مسکونی با یک خواب  کولرگازی-تسویه شهرداری  نرده استیل-پکیج و پرده,6,532,532,buy,0,0,,,,,,,,,1,1,
533,3,0,700,قلعه سفید,,,,4620000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/17)  با تسویه حساب شهرداری  پرده-تانک و پمپ و کولر گازی  فقط فروش,6,533,533,buy,0,0,,,,,,,,,1,1,
535,1,0,107,15 خرداد,2,,3,2550000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/26)  با تسویه حساب شهرداری  با پرده و موکت  کولر  فقط فروش نقدی,6,535,535,buy,0,0,,,,,,,,,1,1,
539,2,0,295,خیابان معرفت,,,,3840000000,3500000000,شمالی,,,,,,بدون کاغذ قیمت,6,539,539,buy,0,0,,,,,,,,,1,1,
540,2,0,56,بلوار دانشگاه,,,,2240000000,2127800000,غربی,,,,,,بدون کاغذ قیمت,6,540,540,buy,0,0,,,,,,,,,1,1,
541,1,0,234,مولوی مرکزی ,3,,7,8970000000,بتونی,جنوبی,اجرنما,سنگ سرامیک,MDF,1,1,با کاغذ قیمت(مرتضی خانیان-1402/1/26)  یک واحد طبقه همکف با دو خواب  یک واحد طبقه پایین با دو خواب  دو واحد طبقه اول با یک خواب و دو خواب  هر واحد سند 6 دانگ جداگانه  با تسویه شهرداری  فروش نقدی,6,541,541,buy,0,0,,,,,,,,,1,1,
542,1,0,189,امیرآباد  خیابان طالقانی  ,2,,4,2730000000,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مجیدپورنمازیان-1402/1/22)  معاوضه با منزل در امیرآباد یا نجف آباد,6,542,542,buy,0,0,,,,,,,,,1,1,
543,1,0,164,خیابان شهدا,2,,5,2410000000,سفت کاری شده,شمالی جنوبی,اجرنما,,,1,1,با کاغذ قیمت(مهدی خانیان - 1401/12/1)  سفتکاری  همکف دو خواب  بالا سه خواب  معاوضه با دو طبقه,6,543,543,buy,0,0,,,,,,,,,1,1,
545,1,0,350,خیابان میرداماد,,,,6500000000,کلنگی,شمالی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1400/3/23)  ,6,545,545,buy,0,0,,,,,,,,,1,1,
546,6,1,,خیابان نوبهار,,,2,2820000000,بتونی,غربی,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(مهدی پورنمازیان-1402/1/27)  تانک و پمپ  هود و پکیج و رادیاتور,6,546,546,buy,0,0,,,,,,,,,1,1,
547,2,0,1432,کمربندی جنوبی,,,,2650000000,1350000000,جنوبی,,,,,,با کاغذ قیمت(مهندس کریمخانی-1401/9/9)  فروش و معاوضه با زمین خوش جا,6,547,547,buy,0,0,,,,,,,,,1,1,
548,2,0,547,بلوار ایزدی,,,,2840000000,3750000000,شرقی,,,,,,با کاغذ قیمت(مهندس کریمخانی - 1401/11/7)  فروش نقدی  دو پلاک  یکی 250 متر  یکی 297 متر,6,548,548,buy,0,0,,,,,,,,,1,1,
549,1,0,108,شریعتی غربی,2,,4,2420000000,بتونی,غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1402/1/14)  با تسویه شهرداری  پکیج - هود - پمپ و تانک  کولر و نرده,6,549,549,buy,0,0,,,,,,,,,1,1,
550,1,0,147,خیابان معرفت,2,,3,3370000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1402/1/28)  فروش یا معاوضه با همکف  فروش در صورت خرید منزل  پرده - موکت - هود  کولر - دزدگیر - تانک و پمپ,6,550,550,buy,0,0,,,,,,,,,1,1,
551,1,0,220,فردوسی شمالی  ,,,4,4200000000,آهن,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/12/9)  با تسویه شهرداری  دو خواب پایین  دو خواب سرپله,6,551,551,buy,0,0,,,,,,,,,1,1,
552,1,0,473,15 خرداد,,,3,4880000000,آهن,شمالی جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی)  بدون فیلم و عکس  با تسویه حساب شهرداری  قناسی دارد,6,552,552,buy,0,0,,,,,,,,,1,1,
555,5,0,29,پاساژ فردوسی,,,,1600000000,3750000000,غربی,,سرامیک,,,,با کاغذ قیمت(حشمت خاکی-1400/7/1)  معاوضه با زمین یا ماشین,6,555,555,buy,0,0,,,,,,,,,1,1,
556,2,0,627,جاده شرکت سابیر,,,,909000000,3342550000,جنوبی غربی,,,,,,با کاغذ قیمت(مهدی خانیان)  25 دقیقه آب لوله کشی  فقط فروش,6,556,556,buy,0,0,,,,,,,,,1,1,
557,1,0,141,بلوار فجر,3,,5,4670000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(رضا پورنمازیان-1402/1/28)  کولر و دوربین  معاوضه با همکف 3 خواب  طبقه پایین یک خواب  و دو طبقه بعدی هر کدام دو خواب,6,557,557,buy,0,0,,,,,,,,,1,1,
558,1,0,373,خیابان سعدی,,,3,3970000000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/8/12)  با تسویه شهرداری - کولر  با قیمانده 345,6,558,558,buy,0,0,,,,,,,,,1,1,
560,2,0,1500,همت آباد  خیابان تالار فرزام ,,,,3500000000,4200000000,جنوبی شرقی,,,,,,با کاغذ قیمت(روح الله پاینده-1402/1/28)  فروش نقدی  امکانات پا زمین آب-برق-گاز  ,6,560,560,buy,0,0,,,,,,,,,1,1,
561,1,0,,خیابان رجایی جنوبی,,,,0,2225340000,جنوبی,اجرنما,موزاییک,MDF,1,1,نهایتا 100  اجاره 2/5,6,561,561,buy,0,0,,,,,,,,,1,1,
562,2,0,222,خیابان گلبهار مرکزی,,,,2130000000,3698065000,جنوبی,,,,,,با کاغذ قیمت(حشمت خاکی-1401/7/25)  خانه قدیمی تخریب شده  معاوضه با منزل تا 4 میلیارد  فروش نقدی با تخفیف,6,562,562,buy,0,0,,,,,,,,,1,1,
563,1,0,162,خیابان آیت شمالی,,,5,4500000000,نوساز,شمالی,سنگ,سرامیک, ,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/30)  دوبلکس  فروش نقدی,6,563,563,buy,0,0,,,,,,,,,1,1,
565,1,0,132,خیابان خرم غربی,2,,3,3550000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی پورنمازیان-1402/1/31)  فروش نقد یا معاوضه با زمین شمال شهر قابل ساخت  چند ماه هم زمان بگیره از خریدار برای ساخت منزل جدید,6,565,565,buy,0,0,,,,,,,,,1,1,
566,2,0,259,بلوار حجتی,,,,596000000,1600000000,شمالی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1402/1/31),6,566,566,buy,0,0,,,,,,,,,1,1,
567,1,0,128,بلوار اسرافیلیان,,,3,3860000000,نوساز,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/22)  فروش نقدی  فاضلاب شهری  با تسویه شهرداری  1/5 طبقه  یک خواب پایین  دو خواب بالا,6,567,567,buy,0,0,,,,,,,,,1,1,
568,6,0,187,ویلاشهر  بلوار آزادگان,2,1,4,7300000000,بتونی,,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(نوید زمانیان-1401/6/7)  دو طبقه رو با هم میفروشه  واحد اول128 متر    واحد دوم 134 متر  کلید نخورده,6,568,568,buy,0,0,,,,,,,,,1,1,
569,2,0,224,خیابان محمد رسول الله,,,,2020000000,5800000000,شرقی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/9)  با تسویه شهرداری  5 متر عقب نشینی دارد  فروش نقدی با تخفیف,6,569,569,buy,0,0,,,,,,,,,1,1,
570,6,4,,خیابان امام,4,2,1,1350000000,بتونی,,اجرنما,سرامیک,MDF,,,بدون کاغذ قیمت  فروش نقدی,6,570,570,buy,0,0,,,,,,,,,1,1,
571,4,0,500,جوزدان  خیابان تعاونی دامداران,,,,844000000,2900000000,غربی,,,,,,با کاغذ قیمت(نظرعلیان-1402/1/16)  10 دقیقه آب چاه  چهار دیواری با اشجار  ,6,571,571,buy,0,0,,,,,,,,,1,1,
572,2,0,1493,فیروز آباد  بلوار شهدا غربی,,,,10500000000,6017400000,شمالی جنوبی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/1/30)  معاوضه با زمین و منزل یا باغ  نفدی با تخفیف ویژه  ,6,572,572,buy,0,0,,,,,,,,,1,1,
573,1,0,250,بلوار اسرافیلیان,,,,3750000000,آهن,شمالی,اجرنما,موزاییک,فلز,,,بدون کاغذ قیمت  بدون عکس  240 متر باقی مانده,6,573,573,buy,0,0,,,,,,,,,1,1,
574,1,0,116,خیابان مولوی شمالی,2,,4,3310000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/6/6)  قابل معاوضه با دو منزل آهن آجر  بدون عکس و فیلم,6,574,574,buy,0,0,,,,,,,,,1,1,
575,2,0,158,خیابان معرفت,,,,2200000000,9866300000,شمالی,,,,,,بدون کاغذ قیمت  با مجوز ساخت,6,575,575,buy,0,0,,,,,,,,,1,1,
576,4,0,517,بلوار الغدیر,,,,1700000000,بتونی,,,,,,1,بدون کاغذ قیمت  استخر -  50 اصله درخت  30 دقیقه آب چاه  8 دقیقه آب کانال  معاوضه با منزل ویلایی نجف آباد,6,576,576,buy,0,0,,,,,,,,,1,1,
577,2,0,240,شهرک سعیدفر,,,,1900000000,2319540000,شمالی,,,,,,بدون کاغذ قیمت,6,577,577,buy,0,0,,,,,,,,,1,1,
579,1,0,310,17 شهریور غربی,,,,3300000000,کلنگی,شرقی,اجرنما,موزاییک,فلز,1,1,بدون کاغذ قیمت  بدون عکس  260 متر باقی میماند  معاوضه با همکف در شمال شهر  یا فروش نقدی,6,579,579,buy,0,0,,,,,,,,,1,1,
580,1,0,135,بلوار اسرافیلیان,2,,3,3750000000,نوساز,جنوبی,سنگ,سرامیک,MDF,1,1,بدون کاغذ قیمت  کمد دیواری - پکیج - شیرآلات  یک خواب همکف  2 خواب طبقه اول,6,580,580,buy,0,0,,,,,,,,,1,1,
581,1,0,137,خیابان دلگشا,2,,5,3340000000,بتونی,جنوبی,اجرنما,سرامیک,MDF,1,1,با کاغذ قیمت(مرتضی خانیان-1402/2/6)  هر طبقه دو خواب و یک خواب سرپله  با تسویه حساب شهرداری  پکیج-پرده و موکت  پمپ و منبع آب,6,581,581,buy,0,0,,,,,,,,,1,1,
582,2,0,200,خیابان شهدا,,,,2000000000,1100000000,شرقی,,,,,,بدون ماغذ قیمت  پا امکانات,6,582,582,buy,0,0,,,,,,,,,1,1,
583,1,0,167,15 خرداد,,,,3000000000,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,بدون کاغذ قیمت  قیمت توافقی,6,583,583,buy,0,0,,,,,,,,,1,1,
584,1,0,128,دلگشا  بر خیابان ملک الشعرای بهار,2,,1,3210000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مدی خانیان-1402/2/13)  هر طبقه یک خواب  با تسویه حساب شهرداری  معاوضه با همکف تا 500 میلیون بالاتر محدوده نجف آباد,6,584,584,buy,0,0,,,,,,,,,1,1,
586,2,0,285,خیابان کشاورز شمالی ,,,,2230000000,4340000000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1402/2/7)  دو پلاک  هر کدام به ابعاد   17/45*8/30  فروش نقد یا معاوضه در همین مبلغ,6,586,586,buy,0,0,,,,,,,,,1,1,
587,1,0,171,خیابان مولوی شمالی,2,,3,3700000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مرتضی خانیان-1402/2/9)  فقط فروش نقدی  طبقه پایین یک خواب  طبقه بالا دو خواب,6,587,587,buy,0,0,,,,,,,,,1,1,
589,1,0,200,خیابان معرفت,,,3,4600000000,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,بدون کاغذ قیمت  بدون عکس و فیلم,6,589,589,buy,0,0,,,,,,,,,1,1,
591,1,0,125,خیابان معرفت,1,,2,2540000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,,تیرچه بلوک 25سال ساخت,6,591,591,buy,0,0,,,,,,,,,1,1,
592,5,0,100,خیابان آیت الله منتظری شمالی,,,,6100000000,بتونی,,,,,,,,6,592,592,buy,0,0,,,,,,,,,1,1,
593,2,0,826,خیابان خرم غربی,,,,5800000000,1240000000,غربی,,,,,,,6,593,593,buy,0,0,,,,,,,,,1,1,
595,1,0,180,شریعتی شرقی  نرسیده به چهارراه مولوی  کوچه پورمحمدی,2,,,3500000000,سفت کاری شده,شمالی,اجرنما,,,1,1,بدون کاغذ قیمت  دو طبقه,6,595,595,buy,0,0,,,,,,,,,1,1,
597,1,0,187,شریعتی شرقی  کوی حیدری,,,,2900000000,سفت کاری شده,شمالی,,,,,1,فقط سقف  بدون کاغذ قیمت,6,597,597,buy,0,0,,,,,,,,,1,1,
598,4,0,2152,قلعه سفید,,,,6020000000,1668580000,,,,,,1,با کاغذ قیمت(عشقی - 1402/2/23)  3 ساعت آب کانال  3 ساعت آب چاه  جاده آسفالت  -برق-از تا دم باغ  قابل معاوضه با منزل دو طبقه نوساز,6,598,598,buy,0,0,,,,,,,,,1,1,
599,2,0,148,بلوار فجر,,,,1630000000,4110800000,جنوبی,,,,,,بدون کاغذ قیمت  بدون پخ,6,599,599,buy,0,0,,,,,,,,,1,1,
600,2,0,1734,جلال آباد  توابع چاه مطهری,,,,1780000000,1731600000,,,,,,,با کاغذ قیمت(مهدی محمدی-1402/1/17)  آب چاه با لوله 20 دقیقه  قابل معاوضه با منزل-زمین-ماشین  فروش نقدی با تخفیف ویژه,6,600,600,buy,0,0,,,,,,,,,1,1,
601,1,0,180,خیابان 17 شهریور,2,,5,6480000000,اسکلت,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/18)  با تسویه شهرداری  با پرده - تانک و پمپ  معاوضه با همکف 3 خواب  ,6,601,601,buy,0,0,,,,,,,,,1,1,
603,2,0,113,بلوار جمهوری,,,,1250000000,5801000000,شمال شرقی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/20)  با تسویه شهرداری,6,603,603,buy,0,0,,,,,,,,,1,1,
604,2,0,150,چهارباغ,,,,1650000000,5596000000,جنوبی,,,,,,بدون کاغذ قیمت,6,604,604,buy,0,0,,,,,,,,,1,1,
606,1,0,340,خیابان قدس شرقی,2,,6,9870000000,آهن,جنوبی شرقی,سنگ آجر,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1402/2/19)  دو واحد تجاری همکف  با زیر زمین و تسویه شهرداری  فروش نقدی با تخفیف ویژه  معاوضه با همکف تا 3 میلیارد و مابقی نقد,6,606,606,buy,0,0,,,,,,,,,1,1,
607,2,0,183,بلوار جمهوری,,,,1840000000,7722500000,شمالی,,,,,,با کاغذ قیمت(ابراهیم ورنمازیان-1402/2/20)  پای امکانات  فروش فقط نقدی  ,6,607,607,buy,0,0,,,,,,,,,1,1,
608,1,0,182,خیابان دانش,,,,2320000000,آهن,شمال غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1402/2/20)  پرده و موکت  125 متر بدون ریخت,6,608,608,buy,0,0,,,,,,,,,1,1,
610,1,0,412,خیابان منتظری شمالی,2,,6,6520000000,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/20)  با تسویه شهرداری  فقط فروش,6,610,610,buy,0,0,,,,,,,,,1,1,
611,5,0,1200,نهضت آباد  مزرعه دشت آباد,,,,3200000000,4474000000,,,,,,1,بدون کاغذ قیمت  با مجوز دهیاری  با سوئیت   برق سه فاز-آب چاه  فروش نقدی با تخفیف,6,611,611,buy,0,0,,,,,,,,,1,1,
612,4,0,1550,جلال آباد  میان کوه چاه جلالی,,,,2160000000,2555000000,,,,,,,با کاغذ قیمت(1401/12/3- مهدی محمدی)  درخت-دیوار-استخر  امکانات تا پای باغ  فروش نقدی با تخفیف  معاوضه با هواری تا 2 میلیارد  آب چاه با لوله,6,612,612,buy,0,0,,,,,,,,,1,1,
613,2,0,113,خیابان منتظری شمالی,,,,1100000000,5500000000,جنوبی,,,,,,بدون کاغذ قیمت  فقط فروش  پا امکانات,6,613,613,buy,0,0,,,,,,,,,1,1,
615,1,0,174,15 خرداد,2,,4,5160000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1402/2/6)  بدون فیلم و عکس  پایان کار-پکیج-هود-کمد دیواری-کولر-پمپ و تانک  معاوضه با کلنگی-زمین و ماشین,6,615,615,buy,0,0,,,,,,,,,1,1,
616,4,0,1313,جوزدان-خیابان رجایی  کوی غربی,,,,4740000000,بتونی,جنوبی شرقی,,موزاییک,MDF,,1,با کاغذ قیمت(بهزاد سلیمانی-1402/2/6)  با تراس-اشجار  استخر-انباری  کولر-تانک و پمپ  دزدگیر  آب 1 ساعت,6,616,616,buy,0,0,,,,,,,,,1,1,
617,2,0,155,بلوار اسرافیلیان,,,,4340000000,3300000000,شرقی,,,,,,بدون کاغذ قیمت  25 متر زمین تجاری  130 متر زمین مسکونی  با پروانه تجاری و مسکونی,6,617,617,buy,0,0,,,,,,,,,1,1,
618,2,0,192,شهرک سعیدفر,,,,1250000000,820400000,جنوبی,,,,,,بدون کاغذ قیمت  دو پلاک زمین به ابعاد 192 متر  ,6,618,618,buy,0,0,,,,,,,,,1,1,
620,1,0,210,خیابان شریعتی,2,,4,4860000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/19)  تانک و پمپ و کولر  با تسویه شهرداری  فروش نقدی  معاوضه با منزل همکف شمالی,6,620,620,buy,0,0,,,,,,,,,1,1,
621,2,0,945,پلیس راه  بعد از پل هوایی,,,,2410000000,2162000000,شرقی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1402/2/20)  فروش نقدی,6,621,621,buy,0,0,,,,,,,,,1,1,
622,2,0,221,چهارباغ,,,,1770000000,6476000000,شمالی,,,,,,با کاغذ قیمت(مهندس خانی-1401/11/29)  فروش نقدی با تخفیف  قابل معاوضه با ماشین,6,622,622,buy,0,0,,,,,,,,,1,1,
624,5,0,276,خیابان شریعتی,,,,1940000000,2510200000,,,,,,,با کاغذ قیمت(املاک قیصری-1402/2/18)  زمین کارگاهی  نخفیف در فروش نقدی,6,624,624,buy,0,0,,,,,,,,,1,1,
625,2,0,167,شهرک سعیدفر,,,,1240000000,2371600000,جنوبی,,,,,,بدون کاغذ قیمت رسول امینی,6,625,625,buy,0,0,,,,,,,,,1,1,
627,2,0,378,فلکه ترمینال به سمت فولادشهر,,,,1500000000,919100000,شمالی جنوبی,,,,,,بدون کاغذ قیمت  قابل معاوضه با زمین مسکونی  6 دقیقه آب چاه,6,627,627,buy,0,0,,,,,,,,,1,1,
629,2,0,190,خیابان خرم غربی,,,,893000000,1910250000,شمالی,,,,,,,6,629,629,buy,0,0,,,,,,,,,1,1,
630,2,0,350,بلوار فجر,,,,4200000000,2700661500,جنوبی,,,,,,بدون کاغذ قیمت,6,630,630,buy,0,0,,,,,,,,,1,1,
