_MelkID,_MalekID,Masahat,TabagheCNT,MelkType,Mahdude,Address,Baygani,Tedad_KOL_Tabaghat,Tabaghe_darVahed,tedadkhab,MablaghForush,VaziatBana,Jahat,nama,KafPush,ServisKichen,Parking,VorudiMostaghrl,Tozihat
505,461461,137,NULL,ویلایی,بلوار اسرافیلیان,خیابان محمدرسول الله  کوی کوثر-نبش   بن بست شاد  پلاک 20 جنوبی غربی,,2,,3,5٫40E+09,اسکلت,جنوبی غربی,سنگ و آجر,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/5/18)  فروش نقد  با تسویه شهرداری  کولر گازی
506,462462,200,NULL,زمین,بلوار فجر,بر بلوار فجر  بعد از کوچه مهرگان,,,,,4٫00E+09,5795000000,جنوبی,,,,,,بدون کاغذ قیمت  تولفقی
507,463463,181,NULL,ویلایی,خیابان نوبهار,خیابان نوبهار  کوچه پورمحمدی  10 متری شمالی  نبش شمالی غربی  کوچه دوم 6 متری  پلاک 12,,2,,4,5٫80E+09,بتونی,شمالی غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/4/8)  تانک و پمپ  هود و پکیج و رادیاتور  فقط فروش  بدون فیلم و عکس
508,464464,170,NULL,زمین,بلوار اسرافیلیان,محمد رسول الله  بعد از مسجد  بن بست اول مهدیه  غربی 8 متری  پلاک 126 شمالی,درست,,,,1٫96E+09,3965500000,شمالی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1401/12/10)  کاربری مسکونی و تفکیکی
509,465465,NULL,NULL,آپارتمان,بلوار فجر,بلوار فجر  12 متری ابوذر  آپارتمان آریا,درست,,,3,5٫50E+09,بتونی,شمال شرقی,اجرنما,سرامیک,MDF,1,,بدون کاغذ قیمت  با حیاط خلوت و کلید نخورده  فروش یا معاوضه با دو طبقه نوساز
510,466466,155,NULL,زمین,دلگشا,خیابان دلگشا  کوی بهار  کوی نیلوفر  بن بست لاله,درست,,,,1٫55E+09,2100000000,جنوبی,,,,,,بدون کاغذ قیمت  با تفکیک  پلاک ششم
511,467467,201,NULL,ویلایی,خیابان شریعتی غربی,خیابان شریعتی غربی  کوی مکتب  کوی گل مریم  پلاک 22 شمالی,,2,,4,5٫59E+09,بتونی,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/12/8)  فروش نقدی یا معاوضه با خونه و زمین که 1 میلیارد سر بگیره  کولر و تانک و پمپ
512,468468,181,NULL,ویلایی,خیابان آیت الله منتظری شمالی,منتظری شمالی  کوچه فرهنگ  بعد از ابوذر  کوچه اول جنوبی  بن بست اول شادی  شرقی 6 متری  پلاک75 شمالی,,,,3,5٫69E+09,بتونی,شمالی,اجرنما,پارکت,MDF,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/12/20)  نیم طبقه بالا با یک خواب  دو خواب همکف  درب برقی-هود و پکیج  دزدگیر - تانک و برق سه فاز
513,469469,NULL,1,ویلایی,بلوار ایزدی,بعداز گاراژ اصفهان  کوی گلچین,درست,2,,3,,2792690000,غربی,اجرنما,سرامیک,MDF,,,ورودی مشترک  بدون پارکینگ
514,470470,277,NULL,ویلایی,شهدا غربی,خیابان شهدا غربی  کوی ارشاد شمالی  نبش بن بست کافی  پلاک4 جنوبی غربی,درست,,,3,3٫39E+09,آهن,جنوبی غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/17)  1/5 طبقه  با تسویه شهرداری
515,471471,390,NULL,ویلایی,بلوار فجر,بلوار فجر  کوی فاطمیه  کوی کبیرزاده  پلاک 39 جنوبی,,,,3,6٫39E+09,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/17)  با تسویه شهرداری  1/5 طبقه  تانک - کولرآبی - کولر گازی
516,472472,1216,NULL,باغ,همت آباد,همت آباد  خیابان ولیعصر شرقی,,,,,3٫49E+09,4325000000,جنوب غربی,,,,,1,با کاغذ قیمت(رضا رحیمی-1402/1/15)  168 درخت میوه  مساحت زمین درختی 1402  15 دقیقه آب قنات  استخر و ایوان باغ  کولر و دزدگیر  انباری و حیاط سازی دارد  
517,473473,263,NULL,زمین,,بلوار ولیعصر، کوی محمدی، بعد از پیچ، بن بست 6 متری غربی،,,,,,1٫20E+10,بتونی,شمال شرقی,سنگ و چوب,سرامیک,MDF,1,1,بدون کاغذ قیمت  فروش نقد  یک خواب سر پله مستر  زیر زمین مسکونی با یک خواب
518,474474,297,NULL,ویلایی,,خیابان فردوسی شمالی  کوی ایمان  بن بست ایثارپلاک  41 روبرو جنوبی,,,,3,5٫63E+09,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/20)  با تسویه شهرداری  فروش نقدی
519,475475,272,NULL,ویلایی,خیابان 15 خرداد شمالی,15 خرداد شمالی  کوچه محمد علی سلیمانی-پلاک16  جنوبی 6 متری,درست,,,3,3٫40E+09,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/4/11)  با تسویه شهرداریآیفون تصویری-موکت و پرده  فروش نقدی یا معاوضه با همکف هم قیمت
520,476476,NULL,2,آپارتمان,خیابان آیت الله منتظری شمالی,منتظری شمالی  نرسیده به خرم  نبش جنوبی غربی  کوچه بعثت  مجنمع دلباکس  طبقه دوم  واحد 3 غربی,,,,2,3٫20E+09,بتونی,غربی,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(مهدی پورنمازیان-1401/12/1)  هود - کمد دیواری  هواساز
521,477477,197,NULL,ویلایی,خیابان سعدی,خیابان سعدی  کوچه رضوان  پلاک3 جنوبی,,2,,3,5٫80E+09,اسکلت,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان - 1402/1/19)  کولر گازی 24 هزار  با تسویه حساب شهرداری  دوربین مداربسته  فقط فروش نقدی  بالا یک خواب و یک سوئیت
522,478478,237,NULL,ویلایی,خیابان دلگشا,خیابان دلگشا  نرسیده به مولوی  پلاک 288 جنوبی,,3,,6,7٫06E+09,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/8/29)  هر طبقه دو خواب  طبقه دوم دو سوئیت و هر سوئیت یک خواب  یا معاوضه با زمین قابل ساخت در ان منطقه  یا با همکف در آن منطقه یا فروش نقد  هود - پکیج - رادیاتور
523,479479,271,NULL,زمین,نمازی غربی,خیابان سمندری  بعد از کوچه امید  روبه رو باغ سمندری  پلاک سومی جنوبی,,,,,2٫03E+09,2240000000,جنوبی,,,,,,فروش نقدی  آینده دار
524,480480,221,NULL,زمین,بلوار فجر,بلوار فجر  بر سیلاوی,درست,,,,3٫20E+09,8970130000,شمالی جنوبی,,,,,,آینده دار  فروش نقدی
525,481481,68,NULL,تجاری,امام شرقی,بر خیابان امام شرقی  قبل از فلکه آزادگان  بعد از سوپرمارکت  همشهری-پلاک75 جنوبی,,,,,5٫60E+09,بتونی,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1402/1/16)  با پروانه دو طبقه تجاری  با دکوراسیون داخلی
526,482482,65,NULL,زمین,بلوار طالقانی,بلوار طالقانی  کوی قدوسی  بن بست شهید جوزی  بن بست نیایش  پلاک سوم شمالی,,,,,7٫17E+08,6495175000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1402/1/17)  
527,483483,NULL,2,آپارتمان,ویلاشهر,ویلاشهر  پارک کبیرزاده  ساختمان سپهر  طبقه دوم  واحد9,,,5,2,3٫00E+09,بتونی,,سنگ,سرامیک,MDF,1,,بدون کاغذ قیمت  معاوضه با زمین 200 متری تا 2600
528,484484,172,NULL,ویلایی,امام شرقی,خیابان امام شرقی  خیابان22بهمن مرکزی  کوی بهارستان  بن بست سوم جنوبی  پلاک19 شرقی,,2,,5,3٫48E+09,نیمه اسکلت,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/11/4)  با تسویه حساب شهرداری  تانک و پمپ و  کولر  طبقه پایین سفت کاری و 3 خواب  طبقه بالا دو خواب  فروش نقد یا معاوضه  معاوضه با همکف کلید نخورده
529,485485,3071,NULL,زمین,فلکه بسیج,فلکه بسیج  خیابان بتن احمدیان  بعد از بیست متری,,,,,7٫72E+09,2150000000,جنوبی,,,,,,با کاغذ قیمت(مهندس کریمخانی-1401/11/18)  زمین باغ با درب و دیوار گلی  فروش نقدی
530,486486,115,NULL,ویلایی,گلبهار غربی,بر خیابان گلبهار غربی  بعد از تقاطع 15 خرداد  پلاک شمالی,,,,2,3٫50E+09,نوساز,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/24)  با تسویه حساب شهرداری
531,487487,NULL,2,تجاری,۰۱/۰۶/۲۰۱۷,پاساژ شیخ بهایی  طبقه دوم  واحد 438,,,,,1٫80E+09,1197200000,,,,,,,بدون کاغذ قیمت
532,488488,166,NULL,ویلایی,بلوار فجر,بلوار فجر  ابوذر شمالی  کوچه الفت شرقی  پلاک 85 شمالی,,3,,7,7٫09E+09,بتونی,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مرتضی خانیان-1402/1/26)  فقط فروش  طبقه همکف و اول هر کدام 3 خواب  طبقه دوم سوئیت  زیر زمین مسکونی با یک خواب  کولرگازی-تسویه شهرداری  نرده استیل-پکیج و پرده
533,489489,700,NULL,باغ ویلا,,قلعه سفید، خیابان شهید احمدی(بعد از مسجد)، سمت راست کوی صفا,,,,,4٫62E+09,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/17)  با تسویه حساب شهرداری  پرده-تانک و پمپ و کولر گازی  فقط فروش
534,490490,320,NULL,ویلایی,خیابان شریعتی غربی,شریعتی غربی  نبش کوی محسن اسماعیلی,درست,2,,2,,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,
535,491491,107,NULL,ویلایی,خیابان 15 خرداد شمالی,15 خرداد شمالی  کوی حکمت  پلاک36 جنوبی,,2,,3,2٫55E+09,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/26)  با تسویه حساب شهرداری  با پرده و موکت  کولر  فقط فروش نقدی
536,492492,342,NULL,باغ,ویلاشهر,ویلاشهر-بلوار آزادگان  خیابان سروستان12  کوی شهیدان معینی  جنب مسجد   حسسینیه سیدالشهدا,درست,,,,2٫01E+09,3965000000,,,,,,1,با کاغذ قیمت(مهندس خانی-1402/1/20)  درب-دیوار-اشجار و 30 دقیقه آب چاه
537,493493,99,NULL,زمین,بلوار جمهوری,بلوار جمهوری  خیابان کرمی  کوی هشت متری  احداثی  پلاک شمالی,درست,,,,7٫18E+08,,شمالی,,,,,,با کاغذ قیمت(دفتر کارشناسی مهندس کریمخانی-1402/1/29)  فروش نقدی
539,494494,295,NULL,زمین,خیابان معرفت,خیابان معرفت  آخر کوچه گله داری  سمت راست  بن بست دوم  سمت راست  آخر بن بست  پلاک شمالی,,,,,3٫84E+09,3500000000,شمالی,,,,,,بدون کاغذ قیمت
540,495495,56,NULL,زمین,بلوار دانشگاه آزاد,بلوار دانشگاه آزاد  روبروی دهکده سلامت,,,,,2٫24E+09,2127800000,غربی,,,,,,بدون کاغذ قیمت
541,496496,234,NULL,ویلایی,مولوی مرکزی,مولوی مرکزی  کوچه خدادادی شرقی  پلاک47جنوبی,,3,,7,8٫97E+09,بتونی,جنوبی,اجرنما,سنگ سرامیک,MDF,1,1,با کاغذ قیمت(مرتضی خانیان-1402/1/26)  یک واحد طبقه همکف با دو خواب  یک واحد طبقه پایین با دو خواب  دو واحد طبقه اول با یک خواب و دو خواب  هر واحد سند 6 دانگ جداگانه  با تسویه شهرداری  فروش نقدی
542,497497,189,NULL,ویلایی,امیرآباد,امیرآباد  خیابان طالقانی  خیابان چمران غربی  بعد از چهارراه  کوچه موگویی2  پلاک7شمالی,,2,,4,2٫73E+09,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مجیدپورنمازیان-1402/1/22)  معاوضه با منزل در امیرآباد یا نجف آباد
543,498498,164,NULL,ویلایی,,خیابان شهدا غربی  خیابان حکیم سنایی  بن بست آرام  منزل یکی به آخر مانده شمالی جنوبی,,2,,5,2٫41E+09,سفت کاری شده,شمالی جنوبی,اجرنما,,,1,1,با کاغذ قیمت(مهدی خانیان - 1401/12/1)  سفتکاری  همکف دو خواب  بالا سه خواب  معاوضه با دو طبقه
544,499499,NULL,NULL,آپارتمان,بهمن,خیابان بهمن  یاس مدینه  یاس یک  بلوک 26  طبقه زیر زمین,درست,,,1,9٫03E+08,3861000000,,اجرنما,موزاییک,فلز,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/1/15)  کولر و موکت
545,500500,350,NULL,ویلایی,میرداماد,خیابان میرداماد  کوچه 5 متری  پشت پارکینگ میرداماد  پلاک شمالی,,,,,6٫50E+09,کلنگی,شمالی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1400/3/23)  
546,501501,NULL,1,آپارتمان,خیابان نوبهار,خیابان نوبهار  نرسیده به منتظری   مجتمع فراز جنوبی  طبقه اول واحد غربی,,,,2,2٫82E+09,بتونی,غربی,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(مهدی پورنمازیان-1402/1/27)  تانک و پمپ  هود و پکیج و رادیاتور
547,502502,1432,NULL,زمین,کمربندی جنوبی,کمربندی جنوبی  قبل از درخشان قطعه,,,,,2٫65E+09,1350000000,جنوبی,,,,,,با کاغذ قیمت(مهندس کریمخانی-1401/9/9)  فروش و معاوضه با زمین خوش جا
548,503503,547,NULL,زمین,بلوار ایزدی,بلوار ایزدی  کوچه غنچه  جنب پیچ  هشت متری اختصاصی,,,,,2٫84E+09,3750000000,شرقی,,,,,,با کاغذ قیمت(مهندس کریمخانی - 1401/11/7)  فروش نقدی  دو پلاک  یکی 250 متر  یکی 297 متر
549,504504,108,NULL,ویلایی,خیابان شریعتی غربی,شریعتی غربی  کوی خلیل الله  پلاک21,,2,,4,2٫42E+09,بتونی,غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1402/1/14)  با تسویه شهرداری  پکیج - هود - پمپ و تانک  کولر و نرده
550,505505,147,NULL,ویلایی,خیابان معرفت,خیابان معرفت  خیابان ذبحی  کوچه ملکی شمالی  بن بست اول شرقی  منزل دوم شمالی  پلاک13,,2,,3,3٫37E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1402/1/28)  فروش یا معاوضه با همکف  فروش در صورت خرید منزل  پرده - موکت - هود  کولر - دزدگیر - تانک و پمپ
551,506506,220,NULL,ویلایی,فردوسی شمالی,فردوسی شمالی  بن بست شادی  پلاک183,,,,4,4٫20E+09,آهن,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/12/9)  با تسویه شهرداری  دو خواب پایین  دو خواب سرپله
552,507507,473,NULL,ویلایی,خیابان 15 خرداد شمالی,15 خرداد شمالی  کوی ادیب و حاج صادقیان  پلاک3و8 شمالی جنوبی,,,,3,4٫88E+09,آهن,شمالی جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی)  بدون فیلم و عکس  با تسویه حساب شهرداری  قناسی دارد
553,508508,358,NULL,ویلایی,خیابان 15 خرداد شمالی,15 خرداد شمالی  کوی پورقیصری  پلاک8/1 جنوبی,درست,,,,4٫58E+09,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402/2/4)  بدون فیلم و عکس  با تسویه حساب شهرداری  قناسی  344 متر مانده
554,9,,,,,,,,,,,,شمالی جنوبی,,,,,,بدون کاغذ قیمت
555,509509,29,NULL,تجاری,فردوسی مرکزی,پاساژ فردوسی  طبقه زیرین  واحد 10 مقابل ورودی,,,,,1٫60E+09,3750000000,غربی,,سرامیک,,,,با کاغذ قیمت(حشمت خاکی-1400/7/1)  معاوضه با زمین یا ماشین
556,510510,627,NULL,زمین,جوزدان,جاده شرکت سابیر  خیابان شرکت تعاونی  دامداران  کوی جنوبی روبروی  درب ایستگاه دام  نبش کوی غربی  پلاک جنوبی غربی,,,,,9٫09E+08,3342550000,جنوبی غربی,,,,,,با کاغذ قیمت(مهدی خانیان)  25 دقیقه آب لوله کشی  فقط فروش
557,511511,141,NULL,ویلایی,بلوار فجر,بلوار فجر  بلوار ابوذر  نبش جنوبی شرقی  بن بست شب بوپلاک 29,,3,,5,4٫67E+09,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(رضا پورنمازیان-1402/1/28)  کولر و دوربین  معاوضه با همکف 3 خواب  طبقه پایین یک خواب  و دو طبقه بعدی هر کدام دو خواب
558,512512,373,NULL,ویلایی,خیابان سعدی,خیابان سعدی  کوی اخلاقی  پلاک4 جنوبی,,,,3,3٫97E+09,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/8/12)  با تسویه شهرداری - کولر  با قیمانده 345
559,513513,110,NULL,ویلایی,خیابان آیت الله منتظری شمالی,منتظری شمالی  کوچه گلریز,درست,2,,3,,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,دربست  پایین یک خواب  بالا دو خواب  کولر - آبگرمکن
560,514514,1500,NULL,زمین,همت آباد,همت آباد  خیابان تالار فرزام  کوچه بکرام  پلاک جنوبی شرقی,,,,,3٫50E+09,4200000000,جنوبی شرقی,,,,,,با کاغذ قیمت(روح الله پاینده-1402/1/28)  فروش نقدی  امکانات پا زمین آب-برق-گاز  
561,515515,NULL,NULL,ویلایی,رجایی جنوبی,رجایی جنوبی  کوچه پیمان  پلاک اول  جنوبی  طبقه اول,,,,,,2225340000,جنوبی,اجرنما,موزاییک,MDF,1,1,نهایتا 100  اجاره 2/5
562,516516,222,NULL,زمین,گلبهار مرکزی,گلبهار مرکزی  کوی دانا  بن بست اول غربی  پلاک آخر جنوبی,,,,,2٫13E+09,3698065000,جنوبی,,,,,,با کاغذ قیمت(حشمت خاکی-1401/7/25)  خانه قدیمی تخریب شده  معاوضه با منزل تا 4 میلیارد  فروش نقدی با تخفیف
563,517517,162,NULL,ویلایی,خیابان مجاهد شمالی,خیابان آیت شمالی  بعد از بلوار نمازی  کوی ستایش  پلاک شمالی,,,,5,4٫50E+09,نوساز,شمالی,سنگ,سرامیک, ,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/30)  دوبلکس  فروش نقدی
564,239,,,,,,,,,,,,جنوبی,سنگ,سرامیک,,1,1,بدون کاغذ قیمت  بدون کابینت و شیرآلات
565,518518,132,NULL,ویلایی,خرم غربی,خرم غربی  کوچه خیری  بن بست 8 متری گلایل  منزل آخر شرقی  پلاک68 جنوبی,,2,,3,3٫55E+09,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی پورنمازیان-1402/1/31)  فروش نقد یا معاوضه با زمین شمال شهر قابل ساخت  چند ماه هم زمان بگیره از خریدار برای ساخت منزل جدید
566,519519,259,NULL,زمین,بوستان زندگی,بلوار حجتی  بوستان زندگی غربی  نرسیده به جوب چناری(کشاورز)  کوچه دوم جنوبی  بن بست آخر شرقی  6 متری  پلاک شمالی,,,,,5٫96E+08,1600000000,شمالی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1402/1/31)
567,520520,128,NULL,ویلایی,بلوار اسرافیلیان,بلوار اسرافیلیان  کوی امینی  کوی لاله  پلاک8جنوبی,,,,3,3٫86E+09,نوساز,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1402/1/22)  فروش نقدی  فاضلاب شهری  با تسویه شهرداری  1/5 طبقه  یک خواب پایین  دو خواب بالا
568,521521,187,NULL,آپارتمان,ویلاشهر,ویلاشهر  بلوار آزادگان  خیابان بوستان42,,2,1,4,7٫30E+09,بتونی,,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(نوید زمانیان-1401/6/7)  دو طبقه رو با هم میفروشه  واحد اول128 متر    واحد دوم 134 متر  کلید نخورده
569,522522,224,NULL,زمین,محمد رسول الله,محمد رسول الله  بعد چاه علی مصطفایی  نرسیده به خرم  پلاک شرقی,,,,,2٫02E+09,5800000000,شرقی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/2/9)  با تسویه شهرداری  5 متر عقب نشینی دارد  فروش نقدی با تخفیف
570,523523,NULL,4,آپارتمان,خیابان امام خمینی شرقی,خیابان امام  بعد از بنگاه منوچهری(پمپ بنزین 15 خرداد)  ,,4,2,1,1٫35E+09,بتونی,,اجرنما,سرامیک,MDF,,,بدون کاغذ قیمت  فروش نقدی
571,524524,500,NULL,باغ,جوززدان,جوزدان  خیابان تعاونی دامداران  کوی یاعلی,,,,,8٫44E+08,2900000000,غربی,,,,,,با کاغذ قیمت(نظرعلیان-1402/1/16)  10 دقیقه آب چاه  چهار دیواری با اشجار  
572,525525,1493,NULL,زمین,فیروز آباد,فیروز آباد  بلوار شهدا غربی  نرسیده به بلوار ظفر  پلاک جنوبی شمالی,,,,,1٫05E+10,6017400000,شمالی جنوبی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1402/1/30)  معاوضه با زمین و منزل یا باغ  نفدی با تخفیف ویژه  
573,526526,250,NULL,ویلایی,بلوار اسرافیلیان,بلوار اسرافیلیان  کوچه امینی  کوچه صالحی  پلاک 7 شمالی,,,,,3٫75E+09,آهن,شمالی,اجرنما,موزاییک,فلز,,,بدون کاغذ قیمت  بدون عکس  240 متر باقی مانده
574,527527,116,NULL,ویلایی,مولوی شمالی,مولوی شمالی  خیابان پوررحیم شرقی  کوچه شهید نجفیان  موچه صحرا  پلاک3 جنوبی,,2,,4,3٫31E+09,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/6/6)  قابل معاوضه با دو منزل آهن آجر  بدون عکس و فیلم
575,528528,158,NULL,زمین,خیابان معرفت,خیابان معرفت  کوچه گله داری  کوچه ربیعیان  روبرو زمین های انتشاری,,,,,2٫20E+09,9866300000,شمالی,,,,,,بدون کاغذ قیمت  با مجوز ساخت
576,530530,517,NULL,باغ,ویلاشهر,ویلاشهر  بلوار الغدیر  تبسم5-بعد از آسفالت  سمت چپ-باغ آخر  سمت راست,,,,,1٫70E+09,بتونی,,,,,,1,بدون کاغذ قیمت  استخر -  50 اصله درخت  30 دقیقه آب چاه  8 دقیقه آب کانال  معاوضه با منزل ویلایی نجف آباد
577,531531,240,NULL,زمین,شهرک سعیدفر,شهرک سعیدفر  کوچه امام حسین  بن بست ایمان,,,,,1٫90E+09,2319540000,شمالی,,,,,,بدون کاغذ قیمت
578,9,,,,,,,,,,,,جنوبی,,,,,,بدون کاغذ قیمت
579,532532,310,NULL,ویلایی,خیابان 17 شهریور غربی,17 شهریور غربی  قبل مجاهد  کوی بهمن  داخل بن بست پلاک شرقی,,,,,3٫30E+09,کلنگی,شرقی,اجرنما,موزاییک,فلز,1,1,بدون کاغذ قیمت  بدون عکس  260 متر باقی میماند  معاوضه با همکف در شمال شهر  یا فروش نقدی
580,533533,135,NULL,ویلایی,بلوار اسرافیلیان,بلوار اسرافیلیان  کوچه امینی  کوچه لاله  پلاک جنوبی,,2,,3,3٫75E+09,نوساز,جنوبی,سنگ,سرامیک,MDF,1,1,بدون کاغذ قیمت  کمد دیواری - پکیج - شیرآلات  یک خواب همکف  2 خواب طبقه اول
581,534534,137,NULL,ویلایی,دلگشا,خیابان دلگشا  خیابان ابوالقاسمی  بن بست گلزار غربی  پلاک 79 جنوبی,,2,,5,3٫34E+09,بتونی,جنوبی,اجرنما,سرامیک,MDF,1,1,با کاغذ قیمت(مرتضی خانیان-1402/2/6)  هر طبقه دو خواب و یک خواب سرپله  با تسویه حساب شهرداری  پکیج-پرده و موکت  پمپ و منبع آب
582,535535,200,NULL,زمین,شهدا غربی,خیابان شهدا غربی  کوچه مردانی  انتهای کوچه  پلاک شرقی  جنب آخرین منزل ساخته شده شرقی,,,,,2٫00E+09,1100000000,شرقی,,,,,,بدون ماغذ قیمت  پا امکانات
583,536536,167,NULL,ویلایی,خیابان 15 خرداد شمالی,15 خرداد شمالی  کوی محمودی  پلاک9شمالی,,,,,3٫00E+09,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,بدون کاغذ قیمت  قیمت توافقی
584,537537,128,NULL,ویلایی,دلگشا,دلگشا  بر خیابان ملک الشعرای بهار  بعد از کوی یاس  پلاک59 جنوبی,,2,,1,3٫21E+09,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مدی خانیان-1402/2/13)  هر طبقه یک خواب  با تسویه حساب شهرداری  معاوضه با همکف تا 500 میلیون بالاتر محدوده نجف آباد
585,538538,146,NULL,ویلایی,بلوار فجر,بلوار فجر  کوی مهر-دو نبش  آفاق و مهر  شمالی شرقی,درست,,,3,4٫20E+09,بتونی,شمال شرقی,سنگ,سرامیک,MDF,1,1,بدون کاغذ قیمت
586,539539,285,NULL,زمین,شریعتی غربی,خیابان کشاورز شمالی  بن بست هنرمند  بن بست سوم شمالی  پلاک روبرو شمالی,,,,,2٫23E+09,4340000000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1402/2/7)  دو پلاک  هر کدام به ابعاد   17/45*8/30  فروش نقد یا معاوضه در همین مبلغ
587,540540,171,NULL,ویلایی,مولوی شمالی,خ مولوی شمالی  کوی احسان  کوچه شهید عربها  بن بست شرقی اول  پلاک15 شمالی,,2,,3,3٫70E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مرتضی خانیان-1402/2/9)  فقط فروش نقدی  طبقه پایین یک خواب  طبقه بالا دو خواب
588,541541,32,NULL,تجاری,خیابان آیت الله منتظری شمالی,بلوار منتظری شمالی  روبروی بنگاه قدیم عرفان رجایی,درست,,,,2٫24E+09,3700000000,,,,,,,بدون کاغذ قیمت  سفت کاری
589,542542,200,NULL,ویلایی,معرفت,خیابان معرفت  کوچه توبیها  پلاک 13 شمالی,,,,3,4٫60E+09,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,بدون کاغذ قیمت  بدون عکس و فیلم
590,542,,,,,,,,,,,,شمالی,سنگ,سرامیک,MDF,1,1,بدون کاغذ قیمت  بدون عکس و فیلم
591,543543,125,NULL,ویلایی,خیابان آیت الله منتظری شمالی,خیابان معرفت کوی قربعلی بعد از تقاطع پ9شمالی,,1,,2,2٫54E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,1,,تیرچه بلوک 25سال ساخت
592,544544,100,NULL,تجاری,خیابان آیت الله منتظری شمالی,,,,,,6٫10E+09,بتونی,,,,,,,
593,545545,826,NULL,زمین,,خیابان خرم غربی کوچه پایین محمدالرسول الله پلاک غربی,,,,,5٫80E+09,1240000000,غربی,,,,,,
594,9,,,,,,,,,,,,شمالی جنوبی دو کله,,,,,,
595,546546,180,NULL,ویلایی,شریعتی شرقی,شریعتی شرقی  نرسیده به چهارراه مولوی  کوچه پورمحمدی  کوی شبنم  پلاک دوم شمالی,,2,,,3٫50E+09,سفت کاری شده,شمالی,اجرنما,,,1,1,بدون کاغذ قیمت  دو طبقه
596,547547,110,NULL,ویلایی,22 بهمن جنوبی,22 بهمن جنوبی  بعد از قدس  کوی مطهری  جنوبی غربی,درست,,,,1٫55E+09,کلنگی,جنوبی غربی,,,,1,1,بدون کاغذ قیمت  هواری  جهت تخریب
